o1,o1.cpus,o1.min_memory,o1.priority,o1.command,o1.state,o1.work_dir,o2,o2.cpu_load,o2.free_mem,o2.cpu,o2.state,e1
59849038,96,2540M,,submit_par2_lmp,RUNNING,/rwthfs/rz/cluster/hpcwork/ol760279/PhD/OxyHydroxy/WaterSolidInterface/LiNiO2_012/300K/LiOmmitted_Random/50_Percent/MACE_r2scan/simulation_big_Water,host_r23m0213,0.06,249146,96,"""alloc""",submit-59849038-0
59849038,96,2540M,,submit_par2_lmp,RUNNING,/rwthfs/rz/cluster/hpcwork/ol760279/PhD/OxyHydroxy/WaterSolidInterface/LiNiO2_012/300K/LiOmmitted_Random/50_Percent/MACE_r2scan/simulation_big_Water,host_r23m0213,0.06,249146,96,"""alloc""",start-59849038-1
59913489,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_n23m0084,56.93,349165,96,"""alloc""",submit-59913489-0
59913489,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_n23m0084,56.93,349165,96,"""alloc""",start-59913489-1
59913680,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_r23m0027,94.77,325428,96,"""alloc""",start-59913680-1
59913680,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_r23m0027,94.77,325428,96,"""alloc""",submit-59913680-0
59912932,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0024,62.38,223283,96,"""mix""",ending-_59912932-0
59912932,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0024,62.38,223283,96,"""mix""",submit-59912932-0
59912932,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0024,62.38,223283,96,"""mix""",start-59912932-1
59913251,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0283,85.05,214514,96,"""mix""",start-59913251-1
59913251,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0283,85.05,214514,96,"""mix""",submit-59913251-0
59903639,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0077,80.74,482421,96,"""alloc""",submit-59903639-0
59903639,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0077,80.74,482421,96,"""alloc""",start-59903639-1
59903167,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_r23m0116,66.18,482862,96,"""alloc""",submit-59903167-0
59903167,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_r23m0116,66.18,482862,96,"""alloc""",start-59903167-1
59912581,24,2500M,,run_SCF_only.sh ,RUNNING,/rwthfs/rz/cluster/hpcwork/p0021179/TB/GeTe/Results/CZ_4.0668_AP_0.430,host_n23m0300,63.25,211979,96,"""alloc""",ended-_59912581-0
59912581,24,2500M,,run_SCF_only.sh ,RUNNING,/rwthfs/rz/cluster/hpcwork/p0021179/TB/GeTe/Results/CZ_4.0668_AP_0.430,host_n23m0300,63.25,211979,96,"""alloc""",submit-59912581-0
59912581,24,2500M,,run_SCF_only.sh ,RUNNING,/rwthfs/rz/cluster/hpcwork/p0021179/TB/GeTe/Results/CZ_4.0668_AP_0.430,host_n23m0300,63.25,211979,96,"""alloc""",ending-_59912581-0
59912581,24,2500M,,run_SCF_only.sh ,RUNNING,/rwthfs/rz/cluster/hpcwork/p0021179/TB/GeTe/Results/CZ_4.0668_AP_0.430,host_n23m0300,63.25,211979,96,"""alloc""",start-59912581-1
59913330,1,10G,,run_slurm_hours.sh,RUNNING,/rwthfs/rz/cluster/work/ul527424/HVDCwise/Usecase1/D62b/LF,host_r23m0038,82.76,449741,96,"""alloc""",submit-59913330-0
59913330,1,10G,,run_slurm_hours.sh,RUNNING,/rwthfs/rz/cluster/work/ul527424/HVDCwise/Usecase1/D62b/LF,host_r23m0038,82.76,449741,96,"""alloc""",failed-_59913330-0
59913330,1,10G,,run_slurm_hours.sh,RUNNING,/rwthfs/rz/cluster/work/ul527424/HVDCwise/Usecase1/D62b/LF,host_r23m0038,82.76,449741,96,"""alloc""",start-59913330-1
59913330,1,10G,,run_slurm_hours.sh,RUNNING,/rwthfs/rz/cluster/work/ul527424/HVDCwise/Usecase1/D62b/LF,host_r23m0038,82.76,449741,96,"""alloc""",ending-_59913330-0
59913010,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0300,63.25,211979,96,"""alloc""",ending-_59913010-0
59913010,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0300,63.25,211979,96,"""alloc""",submit-59913010-0
59913010,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0300,63.25,211979,96,"""alloc""",cancelled-_59913010-0
59913010,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0300,63.25,211979,96,"""alloc""",start-59913010-1
59891266,96,238G,,pilot_setup.sh,RUNNING,/rwthfs/rz/cluster/home/yl437662,host_r23m0161,62.41,167500,96,"""alloc""",submit-59891266-0
59891266,96,238G,,pilot_setup.sh,RUNNING,/rwthfs/rz/cluster/home/yl437662,host_r23m0161,62.41,167500,96,"""alloc""",start-59891266-1
59913563,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",submit-59913563-0
59913563,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",start-59913563-1
59912155,1,4G,,job_kontroll2.job,RUNNING,/rwthfs/rz/cluster/work/rwth1773/vp_ae/pulmonary_simulator/optimization/optimization_scripts,host_n23m0360,55.57,401445,96,"""alloc""",ending-_59912155-0
59912155,1,4G,,job_kontroll2.job,RUNNING,/rwthfs/rz/cluster/work/rwth1773/vp_ae/pulmonary_simulator/optimization/optimization_scripts,host_n23m0360,55.57,401445,96,"""alloc""",ended-_59912155-0
59912155,1,4G,,job_kontroll2.job,RUNNING,/rwthfs/rz/cluster/work/rwth1773/vp_ae/pulmonary_simulator/optimization/optimization_scripts,host_n23m0360,55.57,401445,96,"""alloc""",start-59912155-1
59912155,1,4G,,job_kontroll2.job,RUNNING,/rwthfs/rz/cluster/work/rwth1773/vp_ae/pulmonary_simulator/optimization/optimization_scripts,host_n23m0360,55.57,401445,96,"""alloc""",submit-59912155-0
59617555,288,2540M,,jobscript.sh,RUNNING,/rwthfs/rz/cluster/work/yo210057/OpenFoam-9/CLE_Coupled/Re1.2_Si1.3/CLE_A2_Re1.2e6_Si1.3_Euler_uncoupled_v2,host_n23m0303,96.17,239110,96,"""alloc""",submit-59617555-0
59617555,288,2540M,,jobscript.sh,RUNNING,/rwthfs/rz/cluster/work/yo210057/OpenFoam-9/CLE_Coupled/Re1.2_Si1.3/CLE_A2_Re1.2e6_Si1.3_Euler_uncoupled_v2,host_n23m0303,96.17,239110,96,"""alloc""",start-59617555-1
59904798,12,2540M,,PdSPhdimer_PtBu3_M06L_6-31Gd_OA2_def2tzvp_forward_opt.sh,RUNNING,/rwthfs/rz/cluster/home/nq901271/KIE/ALW_method_reopt/SPh/def2tzvp,host_n23m0036,61.97,217166,96,"""alloc""",start-59904798-1
59904798,12,2540M,,PdSPhdimer_PtBu3_M06L_6-31Gd_OA2_def2tzvp_forward_opt.sh,RUNNING,/rwthfs/rz/cluster/home/nq901271/KIE/ALW_method_reopt/SPh/def2tzvp,host_n23m0036,61.97,217166,96,"""alloc""",submit-59904798-0
59913177,12,5210M,,gbatch.sh,PENDING,/rwthfs/rz/cluster/home/iv335517/Francesco/1_halogen_abstraction/6_predictions/jobs/running/18/brominated,host_n23m0078,30.52,423878,96,"""alloc""",ending-_59913177-0
59913177,12,5210M,,gbatch.sh,PENDING,/rwthfs/rz/cluster/home/iv335517/Francesco/1_halogen_abstraction/6_predictions/jobs/running/18/brominated,host_n23m0078,30.52,423878,96,"""alloc""",start-59913177-0
59913177,12,5210M,,gbatch.sh,PENDING,/rwthfs/rz/cluster/home/iv335517/Francesco/1_halogen_abstraction/6_predictions/jobs/running/18/brominated,host_n23m0078,30.52,423878,96,"""alloc""",submit-59913177-0
59913177,12,5210M,,gbatch.sh,PENDING,/rwthfs/rz/cluster/home/iv335517/Francesco/1_halogen_abstraction/6_predictions/jobs/running/18/brominated,host_n23m0078,30.52,423878,96,"""alloc""",ended-_59913177-0
59912369,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0399,62.71,231985,96,"""alloc""",ending-_59912369-0
59912369,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0399,62.71,231985,96,"""alloc""",submit-59912369-0
59912369,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0399,62.71,231985,96,"""alloc""",start-59912369-1
59912369,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0399,62.71,231985,96,"""alloc""",cancelled-_59912369-0
59912560,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",start-59912560-1
59912560,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",ending-_59912560-0
59912560,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",submit-59912560-0
59912560,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",cancelled-_59912560-0
59898760,4,2540M,,3444ad19-7127-48cd-a697-61ee6bb5291a.sh,RUNNING,/rwthfs/rz/cluster/home/js603257,host_r23m0117,150.2,485936,96,"""alloc""",start-59898760-1
59898760,4,2540M,,3444ad19-7127-48cd-a697-61ee6bb5291a.sh,RUNNING,/rwthfs/rz/cluster/home/js603257,host_r23m0117,150.2,485936,96,"""alloc""",submit-59898760-0
59905389,20,5200M,,slurm_run.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/rwth1738/botnetze,host_n23g0005,16.63,313897,96,"""mix""",start-59905389-1
59905389,20,5200M,,slurm_run.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/rwth1738/botnetze,host_n23g0005,16.63,313897,96,"""mix""",submit-59905389-0
59912594,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",start-59912594-1
59912594,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",ending-_59912594-0
59912594,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",submit-59912594-0
59912594,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",cancelled-_59912594-0
59848819,96,2540M,,submit_par2_lmp,RUNNING,/rwthfs/rz/cluster/hpcwork/wi070677/CuO_2/1_Teilchen/slab001/mit_Methanol/slab001_300K,host_r23m0207,96,197956,96,"""alloc""",start-59848819-1
59848819,96,2540M,,submit_par2_lmp,RUNNING,/rwthfs/rz/cluster/hpcwork/wi070677/CuO_2/1_Teilchen/slab001/mit_Methanol/slab001_300K,host_r23m0207,96,197956,96,"""alloc""",submit-59848819-0
59907227,2,6G,,(null),RUNNING,/rwthfs/rz/cluster/home/tt201262/setups/2024-10-11-denosing_lm,host_n23g0008,5.07,434636,96,"""mix""",submit-59907227-0
59907227,2,6G,,(null),RUNNING,/rwthfs/rz/cluster/home/tt201262/setups/2024-10-11-denosing_lm,host_n23g0008,5.07,434636,96,"""mix""",start-59907227-1
59913440,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0304,80.76,211867,96,"""mix""",start-59913440-1
59913440,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0304,80.76,211867,96,"""mix""",submit-59913440-0
59912591,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",cancelled-_59912591-0
59912591,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",start-59912591-1
59912591,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",ending-_59912591-0
59912591,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0283,85.05,214514,96,"""mix""",submit-59912591-0
59913080,1,2540M,,second_week.sh,PENDING,/rwthfs/rz/cluster/home/rl424733/second_week/crates/rust_slurm_cli/job,host_r23m0079,93.33,206721,96,"""alloc""",start-59913080-0
59913080,1,2540M,,second_week.sh,PENDING,/rwthfs/rz/cluster/home/rl424733/second_week/crates/rust_slurm_cli/job,host_r23m0079,93.33,206721,96,"""alloc""",submit-59913080-0
59912559,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",start-59912559-1
59912559,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",ending-_59912559-0
59912559,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",cancelled-_59912559-0
59912559,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",submit-59912559-0
59913589,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",submit-59913589-0
59913589,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",start-59913589-1
59901966,1,10560M,,critic2.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/p0022819/DK/critic2_k100/results/GeSe_gamma_GeGezminus0p1_critic2,host_n23m0289,9.44,975821,96,"""drng""",submit-59901966-0
59901966,1,10560M,,critic2.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/p0022819/DK/critic2_k100/results/GeSe_gamma_GeGezminus0p1_critic2,host_n23m0289,9.44,975821,96,"""drng""",start-59901966-1
59904609,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0157,80.59,487332,96,"""alloc""",submit-59904609-0
59904609,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0157,80.59,487332,96,"""alloc""",start-59904609-1
59910210,96,2500M,,job.sh,RUNNING,/rwthfs/rz/cluster/work/p0025190/NaBiTi2O6/NBT-ST/ACE/mixing/monte-carlo/MCMD/1000K,host_n23m0027,53.26,222116,96,"""drng""",submit-59910210-0
59910210,96,2500M,,job.sh,RUNNING,/rwthfs/rz/cluster/work/p0025190/NaBiTi2O6/NBT-ST/ACE/mixing/monte-carlo/MCMD/1000K,host_n23m0027,53.26,222116,96,"""drng""",start-59910210-1
59912913,1,2541M,,job.in,RUNNING,/rwthfs/rz/cluster/home/pa268464/CATS/Git/xns-testing/Cases/2ndLevel/INSBoundaryConformingWettingAngles,host_n23m0198,1.55,246325,96,"""alloc""",start-59912913-1
59912913,1,2541M,,job.in,RUNNING,/rwthfs/rz/cluster/home/pa268464/CATS/Git/xns-testing/Cases/2ndLevel/INSBoundaryConformingWettingAngles,host_n23m0198,1.55,246325,96,"""alloc""",submit-59912913-0
59912913,1,2541M,,job.in,RUNNING,/rwthfs/rz/cluster/home/pa268464/CATS/Git/xns-testing/Cases/2ndLevel/INSBoundaryConformingWettingAngles,host_n23m0198,1.55,246325,96,"""alloc""",ended-_59912913-0
59912913,1,2541M,,job.in,RUNNING,/rwthfs/rz/cluster/home/pa268464/CATS/Git/xns-testing/Cases/2ndLevel/INSBoundaryConformingWettingAngles,host_n23m0198,1.55,246325,96,"""alloc""",ending-_59912913-0
59907283,2,6G,,(null),RUNNING,/rwthfs/rz/cluster/home/tt201262/setups/2024-10-11-denosing_lm,host_r23g0004,0.6,494555,96,"""mix""",submit-59907283-0
59907283,2,6G,,(null),RUNNING,/rwthfs/rz/cluster/home/tt201262/setups/2024-10-11-denosing_lm,host_r23g0004,0.6,494555,96,"""mix""",start-59907283-1
59903208,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0079,80.6,474941,96,"""alloc""",submit-59903208-0
59903208,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0079,80.6,474941,96,"""alloc""",start-59903208-1
59912570,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",submit-59912570-0
59912570,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",start-59912570-1
59912570,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",cancelled-_59912570-0
59912570,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",ending-_59912570-0
59909283,12,4000M,,.submission_file_1f0fbbeeb74c454ab376bb27659f7d68.sh,RUNNING,/rwthfs/rz/cluster/home/rt021624/thesis/anomaly-detection,host_r23m0131,78.29,187847,96,"""mix""",submit-59909283-0
59909283,12,4000M,,.submission_file_1f0fbbeeb74c454ab376bb27659f7d68.sh,RUNNING,/rwthfs/rz/cluster/home/rt021624/thesis/anomaly-detection,host_r23m0131,78.29,187847,96,"""mix""",start-59909283-1
59909283,12,4000M,,.submission_file_1f0fbbeeb74c454ab376bb27659f7d68.sh,RUNNING,/rwthfs/rz/cluster/home/rt021624/thesis/anomaly-detection,host_r23m0131,78.29,187847,96,"""mix""",ending-_59909283-0
59910536,32,5000M,,run_mg5.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/4FS/ttbb_mg5,host_n23m0009,16.76,502166,96,"""alloc""",submit-59910536-0
59910536,32,5000M,,run_mg5.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/4FS/ttbb_mg5,host_n23m0009,16.76,502166,96,"""alloc""",start-59910536-1
59913630,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_n23m0007,22.57,481142,96,"""alloc""",start-59913630-1
59913630,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_n23m0007,22.57,481142,96,"""alloc""",submit-59913630-0
59902802,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_r23m0178,83.23,476512,96,"""mix""",submit-59902802-0
59902802,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_r23m0178,83.23,476512,96,"""mix""",start-59902802-1
59911966,10,27G,,submission_file_23a9045de7044a51aad36c7d8c900f2e.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0181,57.94,180528,96,"""mix""",submit-59911966-0
59911966,10,27G,,submission_file_23a9045de7044a51aad36c7d8c900f2e.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0181,57.94,180528,96,"""mix""",start-59911966-1
59909700,16,2000M,,jobScripts.zsh,RUNNING,/rwthfs/rz/cluster/hpcwork/pz326552/MRF_2P_TP_forceImprovedMesh,host_n23m0079,80.6,474941,96,"""alloc""",start-59909700-1
59909700,16,2000M,,jobScripts.zsh,RUNNING,/rwthfs/rz/cluster/hpcwork/pz326552/MRF_2P_TP_forceImprovedMesh,host_n23m0079,80.6,474941,96,"""alloc""",submit-59909700-0
59642139,96,2540M,,run.sh,RUNNING,/rwthfs/rz/cluster/home/nv626064/rwth/_Pauline_/CrAlN/opt_2x2x2/Cr15Al15N32/barriers/N_38-N_57,host_n23m0258,96.39,176650,96,"""alloc""",submit-59642139-0
59642139,96,2540M,,run.sh,RUNNING,/rwthfs/rz/cluster/home/nv626064/rwth/_Pauline_/CrAlN/opt_2x2x2/Cr15Al15N32/barriers/N_38-N_57,host_n23m0258,96.39,176650,96,"""alloc""",start-59642139-1
59913618,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_n23m0007,22.57,481142,96,"""alloc""",start-59913618-1
59913618,2,5201M,,submission.sh,RUNNING,/rwthfs/rz/cluster/work/cn656560/job/job1,host_n23m0007,22.57,481142,96,"""alloc""",submit-59913618-0
59913166,10,55G,,submission_file_249ace55404c448eaefaf8220972bcb3.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_r23m0029,10.43,495057,96,"""alloc""",submit-59913166-0
59913166,10,55G,,submission_file_249ace55404c448eaefaf8220972bcb3.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_r23m0029,10.43,495057,96,"""alloc""",start-59913166-1
59904632,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0152,92.2,486659,96,"""alloc""",start-59904632-1
59904632,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0152,92.2,486659,96,"""alloc""",submit-59904632-0
59912421,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0029,10.43,495057,96,"""alloc""",cancelled-_59912421-0
59912421,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0029,10.43,495057,96,"""alloc""",ending-_59912421-0
59912421,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0029,10.43,495057,96,"""alloc""",start-59912421-1
59912421,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0029,10.43,495057,96,"""alloc""",submit-59912421-0
59913556,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",start-59913556-1
59913556,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",submit-59913556-0
59913813,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0074,96.1,459940,96,"""alloc""",start-59913813-1
59913813,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0074,96.1,459940,96,"""alloc""",submit-59913813-0
59902877,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0084,56.93,349165,96,"""alloc""",start-59902877-1
59902877,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0084,56.93,349165,96,"""alloc""",submit-59902877-0
59912188,1,4G,,job_kontroll2.job,RUNNING,/rwthfs/rz/cluster/work/rwth1773/vp_ae/pulmonary_simulator/optimization/optimization_scripts,host_n23m0363,48.08,428560,96,"""mix""",ended-_59912188-0
59912188,1,4G,,job_kontroll2.job,RUNNING,/rwthfs/rz/cluster/work/rwth1773/vp_ae/pulmonary_simulator/optimization/optimization_scripts,host_n23m0363,48.08,428560,96,"""mix""",submit-59912188-0
59912188,1,4G,,job_kontroll2.job,RUNNING,/rwthfs/rz/cluster/work/rwth1773/vp_ae/pulmonary_simulator/optimization/optimization_scripts,host_n23m0363,48.08,428560,96,"""mix""",start-59912188-1
59910425,288,2540M,,jobScript.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/p0021456/mehrphasenProj/magdeburg_diffuser/5hdu_inlet/with_outlet/mapFromLongDuct/magDiff_5dh_bars_LES_mapFromLongDuct,host_n23m0021,45.45,219089,96,"""mix""",submit-59910425-0
59910425,288,2540M,,jobScript.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/p0021456/mehrphasenProj/magdeburg_diffuser/5hdu_inlet/with_outlet/mapFromLongDuct/magDiff_5dh_bars_LES_mapFromLongDuct,host_n23m0021,45.45,219089,96,"""mix""",start-59910425-1
59908089,12,2540M,,1_br_iprxantphos_OA_fixed.sh,RUNNING,/rwthfs/rz/cluster/home/iv335517/Francesco/1_halogen_abstraction/3_OA/1_br_iprxantphos,host_n23m0283,85.05,214514,96,"""mix""",start-59908089-1
59908089,12,2540M,,1_br_iprxantphos_OA_fixed.sh,RUNNING,/rwthfs/rz/cluster/home/iv335517/Francesco/1_halogen_abstraction/3_OA/1_br_iprxantphos,host_n23m0283,85.05,214514,96,"""mix""",submit-59908089-0
59910535,32,5000M,,run_mg5.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/4FS/ttbb_mg5,host_n23m0009,16.76,502166,96,"""alloc""",submit-59910535-0
59910535,32,5000M,,run_mg5.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/4FS/ttbb_mg5,host_n23m0009,16.76,502166,96,"""alloc""",start-59910535-1
59913388,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0307,10.6,247942,96,"""mix""",submit-59913388-0
59913388,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0307,10.6,247942,96,"""mix""",start-59913388-1
