o1,o1.cpus,o1.min_memory,o1.priority,o1.command,o1.state,o1.work_dir,o2,o2.cpu_load,o2.free_mem,o2.cpu,o2.state,e1
59912982,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0024,62.38,223283,96,"""mix""",start-59912982-1
59912982,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0024,62.38,223283,96,"""mix""",ending-_59912982-0
59912982,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0024,62.38,223283,96,"""mix""",submit-59912982-0
59912982,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0024,62.38,223283,96,"""mix""",cancelled-_59912982-0
59904770,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0086,96.18,454569,96,"""alloc""",start-59904770-1
59904770,10,55G,,submission_file_5ba62685c3b84a168238680d923bdef8.sh,RUNNING,/rwthfs/rz/cluster/home/ni574034,host_n23m0086,96.18,454569,96,"""alloc""",submit-59904770-0
59911175,384,2540M,,launch.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/ue871858/helix/Carine/150mM/4-md/rep1,host_r23m0202,0.02,249058,96,"""alloc""",submit-59911175-0
59911175,384,2540M,,launch.sh,RUNNING,/rwthfs/rz/cluster/hpcwork/ue871858/helix/Carine/150mM/4-md/rep1,host_r23m0202,0.02,249058,96,"""alloc""",start-59911175-1
59913578,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",submit-59913578-0
59913578,1,2G,,run_pythia8_rivet.sh,RUNNING,/rwthfs/rz/cluster/work/ng762505/ttXX/stable_tt/5FS/ttbb_pythia,host_n23m0033,96.36,200738,96,"""alloc""",start-59913578-1
59913035,24,2500M,0.00023554172372,run_SCF_only.sh ,PENDING,/rwthfs/rz/cluster/hpcwork/p0021179/TB/GeTe/Results/CZ_4.0631_AP_0.490,host_n23m0205,94.05,159841,96,"""alloc""",start-59913035-0
59913035,24,2500M,0.00023554172372,run_SCF_only.sh ,PENDING,/rwthfs/rz/cluster/hpcwork/p0021179/TB/GeTe/Results/CZ_4.0631_AP_0.490,host_n23m0205,94.05,159841,96,"""alloc""",submit-59913035-0
59913035,24,2500M,0.00023554172372,run_SCF_only.sh ,PENDING,/rwthfs/rz/cluster/hpcwork/p0021179/TB/GeTe/Results/CZ_4.0631_AP_0.490,host_n23m0205,94.05,159841,96,"""alloc""",ended-_59913035-0
59913464,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0181,57.94,180528,96,"""mix""",start-59913464-1
59913464,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0181,57.94,180528,96,"""mix""",submit-59913464-0
59912306,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0024,15.16,241727,96,"""alloc""",start-59912306-1
59912306,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0024,15.16,241727,96,"""alloc""",ending-_59912306-0
59912306,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0024,15.16,241727,96,"""alloc""",cancelled-_59912306-0
59912306,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_r23m0024,15.16,241727,96,"""alloc""",submit-59912306-0
59912571,1,2540M,,run_array.sh,RUNNING,/rwthfs/rz/cluster/home/nn469221/WeaklySupervised,host_n23m0292,69.45,207940,96,"""alloc""",submit-59912571-0
